127.0.0.1 - - [20/Nov/2018:05:56:23 +0000] "GET /2018/11/20/hello-world/ HTTP/1.0" 200 57388 "http://hibachi.local/2018/11/20/hello-world/" "WordPress/4.9.8; http://hibachi.local"
127.0.0.1 - - [20/Nov/2018:05:56:25 +0000] "POST /wp-cron.php?doing_wp_cron=1542693384.4754550457000732421875 HTTP/1.0" 499 0 "http://hibachi.local/wp-cron.php?doing_wp_cron=1542693384.4754550457000732421875" "WordPress/4.9.8; http://hibachi.local"
127.0.0.1 - - [20/Nov/2018:05:59:13 +0000] "GET /wp-admin/themes.php HTTP/1.0" 200 42627 "http://hibachi.local/wp-admin/plugins.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
127.0.0.1 - - [20/Nov/2018:05:59:13 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=hoverIntent,common,admin-bar,thickbox,underscore,backbone,wp-util,wp-backbone,wp-a11y,customize-base,theme,updates,svg-painter,h&load%5B%5D=eartbeat,wp-auth-check&ver=4.9.8 HTTP/1.0" 200 51130 "http://hibachi.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
127.0.0.1 - - [20/Nov/2018:05:59:13 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://hibachi.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
127.0.0.1 - - [20/Nov/2018:05:59:17 +0000] "GET /wp-admin/theme-install.php HTTP/1.0" 200 39667 "http://hibachi.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
127.0.0.1 - - [20/Nov/2018:05:59:17 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=hoverIntent,common,admin-bar,underscore,backbone,wp-util,wp-backbone,wp-a11y,customize-base,theme,updates,svg-painter,heartbeat,&load%5B%5D=wp-auth-check&ver=4.9.8 HTTP/1.0" 200 47078 "http://hibachi.local/wp-admin/theme-install.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
127.0.0.1 - - [20/Nov/2018:05:59:17 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://hibachi.local/wp-admin/theme-install.php?browse=featured" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
127.0.0.1 - - [20/Nov/2018:05:59:17 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 25913 "http://hibachi.local/wp-admin/theme-install.php?browse=featured" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
127.0.0.1 - - [20/Nov/2018:05:59:24 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 78 "http://hibachi.local/wp-admin/theme-install.php?browse=featured" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
127.0.0.1 - - [20/Nov/2018:05:59:25 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 78 "http://hibachi.local/wp-admin/theme-install.php?browse=featured" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
127.0.0.1 - - [20/Nov/2018:05:59:25 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 78 "http://hibachi.local/wp-admin/theme-install.php?browse=featured" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
127.0.0.1 - - [20/Nov/2018:05:59:25 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 78 "http://hibachi.local/wp-admin/theme-install.php?browse=featured" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
127.0.0.1 - - [20/Nov/2018:05:59:26 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 78 "http://hibachi.local/wp-admin/theme-install.php?browse=featured" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
127.0.0.1 - - [20/Nov/2018:05:59:26 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 78 "http://hibachi.local/wp-admin/theme-install.php?browse=featured" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
127.0.0.1 - - [20/Nov/2018:05:59:26 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 78 "http://hibachi.local/wp-admin/theme-install.php?browse=featured" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
127.0.0.1 - - [20/Nov/2018:05:59:27 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 78 "http://hibachi.local/wp-admin/theme-install.php?browse=featured" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
127.0.0.1 - - [20/Nov/2018:05:59:27 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 79 "http://hibachi.local/wp-admin/theme-install.php?browse=featured" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
127.0.0.1 - - [20/Nov/2018:05:59:27 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 79 "http://hibachi.local/wp-admin/theme-install.php?browse=featured" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
127.0.0.1 - - [20/Nov/2018:05:59:28 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 79 "http://hibachi.local/wp-admin/theme-install.php?browse=featured" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
127.0.0.1 - - [20/Nov/2018:05:59:29 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 79 "http://hibachi.local/wp-admin/theme-install.php?browse=featured" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
127.0.0.1 - - [20/Nov/2018:05:59:29 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 79 "http://hibachi.local/wp-admin/theme-install.php?browse=featured" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
127.0.0.1 - - [20/Nov/2018:05:59:30 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 79 "http://hibachi.local/wp-admin/theme-install.php?browse=featured" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
127.0.0.1 - - [20/Nov/2018:05:59:37 +0000] "GET /wp-admin/customize.php?return=%2Fwp-admin%2Ftheme-install.php HTTP/1.0" 200 336717 "http://hibachi.local/wp-admin/theme-install.php?browse=featured" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
127.0.0.1 - - [20/Nov/2018:05:59:37 +0000] "GET /wp-admin/load-styles.php?c=1&dir=ltr&load%5B%5D=editor-buttons&ver=4.9.8 HTTP/1.0" 200 6569 "http://hibachi.local/wp-admin/customize.php?return=%2Fwp-admin%2Ftheme-install.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
127.0.0.1 - - [20/Nov/2018:05:59:37 +0000] "GET /wp-admin/load-styles.php?c=1&dir=ltr&load%5B%5D=dashicons,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-pointer,widgets,site-icon&load%5B%5D=,l10n,buttons,customize-controls,customize-widgets,customize-nav-menus,wp-color-picker,media-views,code-editor&ver=4.9.8 HTTP/1.0" 200 117724 "http://hibachi.local/wp-admin/customize.php?return=%2Fwp-admin%2Ftheme-install.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
127.0.0.1 - - [20/Nov/2018:05:59:37 +0000] "GET /wp-includes/js/tinymce/wp-tinymce.php?c=1&ver=4800-20180716 HTTP/1.0" 200 208202 "http://hibachi.local/wp-admin/customize.php?return=%2Fwp-admin%2Ftheme-install.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
127.0.0.1 - - [20/Nov/2018:05:59:37 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=jquery-core,jquery-migrate,underscore,wp-a11y,wp-util,jquery-ui-core,jquery-ui-widget,jquery-ui-mouse,jquery-ui-sortable,jquery-&load%5B%5D=ui-draggable,jquery-ui-droppable,backbone,wp-backbone,wp-ajax-response,jquery-color,wp-lists,postbox,nav-menu,shortcode,utils,me&load%5B%5D=dia-models,moxiejs,plupload,wp-plupload&ver=4.9.8 HTTP/1.0" 200 134158 "http://hibachi.local/wp-admin/customize.php?return=%2Fwp-admin%2Ftheme-install.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
127.0.0.1 - - [20/Nov/2018:05:59:37 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=heartbeat,customize-base,customize-controls,customize-widgets,accordion,customize-nav-menus,jquery-ui-slider,jquery-touch-punch,&load%5B%5D=iris,wp-color-picker,imgareaselect,customize-models,customize-views,mce-view,image-edit,updates,quicktags,wplink,jquery-ui-posit&load%5B%5D=ion,jquery-ui-menu,jquery-ui-autocomplete,thickbox,media-upload&ver=4.9.8 HTTP/1.0" 200 114029 "http://hibachi.local/wp-admin/customize.php?return=%2Fwp-admin%2Ftheme-install.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
127.0.0.1 - - [20/Nov/2018:05:59:38 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://hibachi.local/wp-admin/customize.php?return=%2Fwp-admin%2Ftheme-install.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
127.0.0.1 - - [20/Nov/2018:05:59:38 +0000] "GET /?customize_changeset_uuid=06329ef2-2fef-457b-96a2-a33814d22868&customize_theme=twentyseventeen&customize_messenger_channel=preview-0 HTTP/1.0" 200 114338 "http://hibachi.local/wp-admin/customize.php?return=%2Fwp-admin%2Ftheme-install.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
127.0.0.1 - - [20/Nov/2018:06:00:20 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 404 50 "http://hibachi.local/wp-admin/customize.php?return=%2Fwp-admin%2Ftheme-install.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
127.0.0.1 - - [20/Nov/2018:06:00:20 +0000] "GET /wp-admin/theme-install.php HTTP/1.0" 200 39667 "http://hibachi.local/wp-admin/customize.php?return=%2Fwp-admin%2Ftheme-install.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
127.0.0.1 - - [20/Nov/2018:06:00:20 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://hibachi.local/wp-admin/theme-install.php?browse=featured" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
127.0.0.1 - - [20/Nov/2018:06:00:20 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 25913 "http://hibachi.local/wp-admin/theme-install.php?browse=featured" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
127.0.0.1 - - [20/Nov/2018:06:00:36 +0000] "GET /wp-admin/themes.php HTTP/1.0" 200 42627 "http://hibachi.local/wp-admin/theme-install.php?browse=featured" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
127.0.0.1 - - [20/Nov/2018:06:00:36 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://hibachi.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
127.0.0.1 - - [20/Nov/2018:06:00:37 +0000] "GET /wp-admin/theme-install.php HTTP/1.0" 200 39667 "http://hibachi.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
127.0.0.1 - - [20/Nov/2018:06:00:38 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://hibachi.local/wp-admin/theme-install.php?browse=featured" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
127.0.0.1 - - [20/Nov/2018:06:00:38 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 25913 "http://hibachi.local/wp-admin/theme-install.php?browse=featured" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
127.0.0.1 - - [20/Nov/2018:06:01:38 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://hibachi.local/wp-admin/theme-install.php?browse=featured" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
127.0.0.1 - - [20/Nov/2018:06:03:39 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://hibachi.local/wp-admin/theme-install.php?browse=featured" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
127.0.0.1 - - [20/Nov/2018:06:05:04 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://hibachi.local/wp-admin/theme-install.php?browse=featured" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
127.0.0.1 - - [20/Nov/2018:06:05:06 +0000] "GET /wp-admin/themes.php HTTP/1.0" 200 44587 "http://hibachi.local/wp-admin/theme-install.php?browse=featured" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
127.0.0.1 - - [20/Nov/2018:06:05:06 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://hibachi.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
127.0.0.1 - - [20/Nov/2018:06:05:11 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://hibachi.local/wp-admin/themes.php?theme=hibachichinese" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
127.0.0.1 - - [20/Nov/2018:06:05:11 +0000] "GET /wp-admin/undefined HTTP/1.0" 404 57583 "http://hibachi.local/wp-admin/themes.php?theme=hibachichinese" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
127.0.0.1 - - [20/Nov/2018:06:05:16 +0000] "GET /wp-admin/themes.php?action=activate&stylesheet=hibachichinese&_wpnonce=dfe8689888 HTTP/1.0" 302 0 "http://hibachi.local/wp-admin/themes.php?theme=hibachichinese" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
